DBCODE,ENTITY,QUALTRICSID,TIME,GEND,AGE,AGE_RANGE,INCO,EDU,RACE,ORG_DON,ORG_VOL,ENV_ID,INATT_CON,POL_OR,REL,SODES_1,SODES_2,SODES_3,SODES_4,SODES_5,SODES_6,SODES_7,SODES_8,SODES_9,SODES_10,SODES_11,SODES_12,SODES_13,MINC1_A1,MINC2_A2,MINC3_A3,MINC4_Z1,MINC5_Z2,MINC6_B1,MINC7_B2,MINC8_E1,MINC9_E2,MINC10_E3,MINC11_E4,MINC12_E5,MINC13_E6,MINC14_Z3,MINC15_Z4,MINC16_B3,MINC17_B4,MINC18_A4,MINC19_A5,MINC20_A6,MINC21_A7,MINC22_Z5,MINC23_Z6,MINC24_Z7,MINC25_Z8,MINC26_Z9,MINC27_B5,MINC28_B6,MINC29_B7,MINC30_B8,MINC31_E7,MINC32_E8,MINC33_E9,MINC34_E10,MINC35_Z10,MINC36_Z11,MINC37_Z12,MINC38_Z13,MINC39_Z14,MINC40_B9,MINC41_B10,MINC42_B11,MINC43_B12,MINC44_E11,MINC45_E12,MINC46_E13,MINC47_E14,TRT_CAT,TRT_ATT1,TRT_ATT2,TRT_ATT3,MOSA_1,MOSA_2,MOSA_3,HYDON1,HYDON2,HYDON3,MC1_MFI1,MC2_MFI2,MC3_MFB1,MC4_MFB2,MC5_MWH,MC6_MWNH,MC7_EMO,DON,DON2
SS007,1,1020,411,1,23,1,4,6,3,2,2,1,1,7,2,2,2,2,2,2,1,2,2,2,2,1,2,2,7,7,7,7,7,4,3,5,1,7,7,1,7,7,3,2,6,7,7,7,7,7,7,7,7,3,3,3,3,2,7,1,7,7,7,7,7,7,3,3,3,2,2,7,1,7,7,5,7,7,5,5,7,7,2,0,0,5,3,3,7,7,7,6,5,1
SS007,1,1021,1389,1,65,6,5,8,3,2,2,2,1,2,3,2,2,2,2,1,2,1,2,1,2,2,2,1,7,4,7,7,7,2,7,7,4,7,7,4,7,2,2,1,7,7,7,7,7,7,7,7,7,1,7,7,4,1,7,1,7,7,7,7,7,7,5,7,7,6,1,7,1,7,7,5,7,7,6,7,7,6,2,0,0,4,5,6,6,6,7,6,5,1
SS007,1,1022,10045,1,85,8,4,3,3,2,2,1,1,2,3,2,2,2,2,1,2,1,2,1,1,2,2,1,6,6,7,7,7,2,6,6,2,6,6,6,6,1,1,1,6,7,7,7,7,7,7,7,7,1,4,4,7,1,1,5,1,1,7,7,7,7,2,4,7,2,2,7,2,7,7,7,7,7,7,7,7,7,1,100,1,6,6,6,6,6,4,5,0,0
SS007,1,1023,545,2,61,5,3,7,3,2,2,3,1,6,2,2,2,2,2,1,1,1,2,1,1,1,2,1,7,7,7,7,7,4,4,6,3,6,7,1,7,1,1,1,6,7,7,7,7,7,7,4,1,1,4,1,1,1,7,1,4,4,7,7,1,1,1,1,1,1,1,4,1,4,4,4,7,6,6,7,7,6,2,0,0,7,7,7,7,7,7,4,0,0
SS007,1,1024,646,2,44,3,4,4,3,2,2,2,2,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,4,7,4,4,7,4,5,7,1,7,4,3,4,1,7,1,7,4,7,7,7,7,7,7,4,4,4,4,1,1,7,1,7,7,7,6,6,4,1,7,4,1,1,7,2,4,4,1,4,4,1,4,4,4,2,0,0,1,4,4,4,4,4,4,0.05,1
SS007,1,1025,517,1,35,3,5,6,3,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,7,1,7,7,7,1,7,7,1,7,7,1,7,6,6,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,1,20,1,5,7,3,5,7,7,6,2.5,1
SS007,1,1026,705,1,79,7,3,3,3,2,2,2,1,6,2,1,1,1,2,1,2,1,2,1,2,1,2,1,6,6,6,6,7,4,4,5,5,5,5,4,4,3,1,1,5,4,4,5,5,5,5,5,5,3,3,3,2,2,7,1,5,5,5,5,5,5,2,4,4,2,2,6,2,5,5,6,6,6,6,6,5,5,2,0,0,7,5,5,6,6,6,5,5,1
SS007,1,1027,858,2,39,3,4,4,3,1,2,1,1,2,3,2,2,2,1,1,2,1,1,1,2,1,1,2,5,4,6,5,6,7,1,5,2,5,6,1,7,3,1,1,5,6,7,7,5,7,7,5,3,1,2,5,1,1,7,2,6,7,7,6,3,5,1,1,5,2,2,6,1,7,7,3,7,7,5,5,6,7,1,150,1,6,4,7,6,5,6,5,1,1
SS007,1,1028,649,2,39,3,3,4,3,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,7,7,7,3,1,6,1,4,4,5,6,2,4,1,1,1,1,6,7,7,7,6,6,4,5,1,1,2,1,1,6,1,5,5,6,5,4,5,1,1,1,1,1,5,1,7,6,5,5,5,5,4,3,5,2,0,0,6,1,4,6,6,6,4,5,1
SS007,1,1029,1080,2,65,6,4,2,3,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,4,2,6,6,6,4,4,4,4,5,4,4,4,1,1,1,4,4,6,6,4,6,7,4,1,1,2,4,1,1,6,1,4,4,6,6,4,5,1,2,4,1,1,6,1,4,4,4,5,5,5,5,4,4,2,0,0,4,4,4,4,4,6,4,5,1
SS007,1,1030,502,1,40,3,7,7,5,2,2,1,1,3,2,1,1,2,1,2,1,2,1,2,2,1,1,2,4,4,7,7,7,4,7,7,1,7,7,1,7,7,7,1,1,7,7,5,6,7,7,7,7,1,7,7,1,4,7,1,7,7,7,7,7,7,1,7,7,1,4,7,1,7,7,2,7,7,7,4,5,4,2,0,0,5,1,1,4,5,5,4,5,1
SS007,1,1031,467,1,41,3,7,8,3,1,2,1,1,7,1,1,1,1,1,1,2,1,2,1,2,1,1,2,5,5,5,5,5,5,3,5,3,5,5,3,5,5,3,2,3,7,7,7,7,6,6,6,6,2,2,4,2,2,6,5,5,5,5,5,5,5,2,2,4,3,3,5,4,5,5,5,6,6,5,5,5,5,2,0,0,5,5,4,5,5,6,3,5,1
SS007,1,1032,6862,1,30,2,1,5,1,2,1,1,1,2,3,2,2,2,2,1,2,1,2,1,2,2,2,1,6,4,6,6,6,4,6,4,2,3,4,2,4,4,3,5,6,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,7,5,5,5,5,5,5,1,5,1,6,6,5,5,6,5,5,0,0
SS007,1,1033,1800,1,30,2,99,4,3,2,2,3,1,4,2,2,2,1,2,1,2,1,2,1,2,1,1,1,4,4,5,6,7,6,4,4,3,5,4,4,4,5,1,1,4,7,7,6,4,7,7,4,4,1,1,1,1,1,5,1,1,1,7,7,4,4,4,4,4,1,1,4,1,1,1,5,4,5,4,4,5,5,2,0,0,5,4,4,5,5,5,4,0.5,1
SS007,1,1034,457,2,40,3,4,6,3,2,2,2,1,3,3,2,2,1,1,2,1,1,1,1,2,1,2,2,4,6,6,6,6,4,4,5,2,4,5,1,4,1,1,1,6,5,6,6,5,7,7,6,4,1,1,4,1,1,3,1,7,7,7,4,4,2,1,1,4,1,1,5,1,6,6,4,5,4,7,6,5,4,2,0,0,5,6,4,7,2,7,5,0.05,1
SS007,1,1035,534,2,39,3,6,6,3,1,2,2,1,7,1,2,2,2,2,2,1,1,1,2,2,2,2,2,5,6,6,4,4,4,4,3,2,5,5,3,5,2,5,2,3,2,6,6,6,7,6,6,7,3,3,4,3,3,6,3,7,6,3,3,3,3,3,3,3,3,3,3,3,5,5,7,6,6,4,5,6,5,2,0,0,6,4,3,6,6,5,4,2.5,1
SS007,1,1036,1062,1,59,5,5,6,3,2,2,1,1,6,2,2,2,2,2,1,2,1,2,1,1,2,2,1,5,2,7,7,7,6,6,6,6,6,6,2,5,3,2,1,5,2,2,2,5,5,5,5,5,2,5,5,1,1,5,2,5,5,6,5,5,5,2,5,5,2,2,5,2,5,6,6,7,7,6,6,7,6,2,0,0,6,6,6,7,7,7,6,0.24,1
SS007,1,1037,884,2,46,4,4,6,3,2,2,2,1,3,2,2,1,2,2,1,2,1,2,1,2,1,2,1,5,5,6,5,6,7,1,5,2,4,6,3,3,2,1,1,1,4,7,7,7,5,5,5,5,3,1,1,1,1,7,1,6,6,5,5,4,5,1,1,1,1,1,7,1,6,6,5,5,5,5,3,4,5,2,0,0,3,3,5,6,6,5,2,1,1
SS007,1,1038,423,2,50,4,4,6,3,2,2,2,1,5,1,2,1,1,1,2,1,1,1,1,2,1,1,2,6,7,7,7,7,4,4,5,3,7,5,1,3,2,5,1,7,7,7,7,7,7,7,3,2,1,3,4,1,1,7,1,7,7,6,7,4,4,1,3,5,3,2,7,1,7,7,4,5,6,4,4,5,5,2,0,0,7,7,4,6,5,6,3,0,0
SS007,1,1039,787,1,61,5,6,7,3,1,2,1,1,2,3,2,1,1,2,2,2,1,2,1,2,1,2,2,6,7,7,6,7,4,4,6,2,5,6,1,5,1,1,1,5,7,7,7,7,7,7,4,6,2,4,4,4,1,7,1,7,6,6,7,4,5,1,4,4,4,4,7,4,7,7,4,6,6,6,6,5,6,1,25,1,6,6,4,4,2,7,5,5,1
SS007,1,1040,716,1,40,3,99,7,3,2,2,3,1,3,3,2,1,1,2,1,2,1,2,2,2,2,1,1,7,5,7,5,6,5,4,5,3,4,5,3,4,4,3,3,4,7,7,7,7,6,6,6,6,5,4,5,3,3,6,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,3,3,3,5,2,0,0,4,4,4,5,4,4,2,5,1
SS007,1,1041,964,2,50,4,5,7,3,1,2,1,1,6,2,2,1,1,1,2,1,2,1,2,2,2,1,2,6,5,6,4,4,4,4,5,3,5,5,4,5,5,4,3,6,6,7,7,7,5,5,5,5,4,5,5,5,5,5,4,6,6,5,5,5,5,4,5,5,5,5,6,4,6,6,5,6,6,5,5,6,5,2,0,0,5,6,4,6,5,6,5,5,1
SS007,1,1042,523,2,22,1,1,2,3,2,1,2,1,2,3,1,2,2,2,1,1,1,2,1,2,1,2,1,7,7,7,1,7,7,3,7,3,5,5,2,5,1,1,1,4,7,7,7,7,5,5,5,5,1,1,1,1,1,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,5,4,5,2,0,0,6,6,4,6,4,4,2,0,0
SS007,1,1043,730,1,59,5,3,2,3,1,2,3,1,4,2,2,2,1,1,1,2,1,2,1,1,2,1,2,6,7,7,7,6,3,6,7,2,7,7,3,7,1,1,3,7,7,7,7,7,7,7,7,7,4,5,7,1,2,7,1,7,7,7,7,7,7,1,4,7,6,2,7,2,7,7,5,7,7,4,6,6,7,1,5,1,7,5,4,5,6,7,4,0.33,1
SS007,1,1044,746,1,57,5,6,7,3,2,2,2,1,2,3,2,2,1,2,1,1,1,2,1,2,1,1,2,6,3,6,5,4,4,4,5,4,4,5,3,4,2,2,2,2,7,7,7,7,3,3,3,3,2,2,3,2,2,6,2,6,6,5,5,5,5,5,5,5,5,5,7,5,7,7,4,6,6,6,7,6,6,1,25,1,6,5,2,6,6,5,5,0,0
SS007,1,1045,621,1,29,2,4,6,3,1,2,1,1,7,1,1,1,1,2,2,2,1,2,1,2,2,2,2,7,7,7,7,7,2,6,7,1,7,7,1,7,7,2,1,7,1,7,7,7,7,7,7,7,1,6,7,1,1,7,1,7,3,7,7,5,7,3,4,7,4,3,7,3,7,1,6,7,7,1,3,3,7,2,0,0,7,7,5,7,7,7,1,5,1
SS007,1,1046,428,1,62,5,7,6,3,1,2,1,1,7,1,2,2,2,2,1,2,1,2,1,2,2,2,1,6,6,7,6,7,5,5,7,1,5,7,2,5,6,6,3,7,4,6,6,6,6,6,6,6,5,4,5,4,4,6,5,6,6,6,6,6,6,5,5,5,5,5,6,5,6,6,3,6,6,5,6,6,6,2,0,0,6,6,4,5,4,6,5,5,1
SS007,1,1047,733,1,25,2,3,3,3,2,3,3,1,4,2,2,2,2,2,1,2,1,2,1,2,1,1,1,6,3,7,6,6,2,7,6,1,7,7,1,7,6,3,2,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,5,6,6,5,2,0,0,7,5,1,6,7,7,6,0,0
SS007,1,1048,371,2,29,2,4,6,3,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,7,6,6,5,7,7,7,7,3,6,7,2,6,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,25,1,7,7,7,7,7,7,7,0,0
SS007,1,1049,955,1,25,2,3,6,3,1,1,2,1,2,3,1,1,1,2,1,1,1,2,1,1,2,2,1,6,4,7,7,6,2,6,6,2,7,7,2,7,6,7,6,7,7,7,7,7,7,6,5,7,4,5,5,3,3,7,2,7,7,7,6,6,5,2,5,5,3,3,7,3,7,7,6,5,6,6,4,5,5,2,0,0,7,6,4,4,6,5,4,2.45,1
SS007,1,1050,693,2,46,4,7,7,3,2,2,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,7,7,7,4,7,7,3,5,3,5,5,3,5,1,1,1,4,4,7,7,7,7,7,3,5,1,2,5,1,1,7,5,7,7,7,7,4,5,1,5,5,1,1,7,3,7,7,6,5,5,5,5,5,5,2,0,0,4,3,3,5,5,5,3,4,1
SS007,1,1051,884,1,60,5,2,7,2,2,3,1,1,4,3,2,1,2,2,1,2,1,2,1,1,2,2,1,1,4,1,1,1,7,1,1,7,7,7,1,7,1,4,1,7,7,7,7,7,7,7,7,7,4,7,7,4,4,7,4,7,7,7,7,7,7,4,7,7,4,4,7,7,7,7,3,7,7,7,7,7,7,1,10,1,7,7,7,7,7,7,4,5,1
SS007,1,1052,624,1,37,3,3,5,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,7,7,7,7,7,4,4,6,4,4,7,4,4,1,4,1,7,7,7,7,7,7,7,7,7,1,4,4,1,1,7,1,7,7,5,5,5,5,1,5,5,4,4,5,1,7,7,7,7,7,7,7,7,7,2,0,0,7,7,7,7,7,7,7,5,1
SS007,1,1053,848,1,37,3,3,7,3,2,2,3,1,1,3,1,2,1,2,1,1,1,2,1,2,1,1,2,7,6,7,5,6,4,5,5,3,5,5,3,5,1,1,1,6,7,7,7,7,6,6,6,6,1,4,5,1,1,5,4,5,6,4,4,4,4,1,4,3,1,4,5,3,5,4,4,5,6,4,5,4,4,2,0,0,6,4,4,5,6,6,3,0,0
SS007,1,1054,326,1,41,3,6,7,1,2,2,2,2,3,3,1,1,1,1,2,1,1,1,2,2,1,1,2,6,4,6,6,6,4,6,4,4,7,6,2,5,1,1,1,6,7,7,7,7,7,6,4,5,1,1,4,1,1,6,1,3,3,7,4,7,2,1,1,4,1,1,5,1,4,4,1,2,2,2,2,1,1,2,0,0,1,6,4,4,4,5,1,5,1
SS007,1,1055,947,1,22,1,4,3,3,1,1,1,1,6,1,1,2,1,2,1,2,1,2,1,2,1,2,1,7,7,7,7,7,1,6,7,1,6,7,1,6,6,2,5,6,7,7,7,7,7,7,7,7,4,4,7,4,4,7,4,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,1,10,1,7,6,7,7,7,7,7,0,0
SS007,1,1056,505,2,54,4,4,3,3,1,3,1,1,7,1,2,1,2,2,1,2,1,2,1,2,2,1,2,7,5,7,6,7,3,4,6,1,7,7,1,7,5,1,2,5,4,6,5,5,6,6,6,6,4,4,5,5,5,6,2,6,6,7,7,7,7,5,5,5,5,5,7,4,7,7,1,6,7,4,4,4,6,2,0,0,5,3,6,6,4,4,2,5,1
SS007,1,1057,614,2,54,4,7,7,3,2,2,1,1,6,2,2,1,1,1,1,1,1,1,1,2,1,1,2,5,6,6,5,5,6,5,6,2,6,5,5,5,2,1,1,6,7,7,6,4,4,4,4,4,1,4,4,2,1,7,1,5,5,5,5,5,5,1,3,4,2,1,7,1,6,5,4,4,4,4,4,6,5,2,0,0,5,4,4,4,4,7,4,5,1
SS007,1,1058,424,2,55,5,1,7,3,2,2,2,1,1,3,2,2,2,2,1,2,1,2,1,1,2,2,1,7,4,7,4,4,7,4,4,4,4,4,4,4,1,1,1,7,7,7,7,7,4,4,4,4,1,1,4,1,1,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,2,0,0,2,2,2,5,2,5,2,0,0
SS007,1,1059,1517,2,49,4,5,8,3,1,2,1,1,7,1,2,2,2,2,1,2,1,2,1,2,2,1,2,4,5,5,3,5,1,5,7,1,7,7,1,7,1,7,4,7,7,7,7,7,7,7,7,7,1,6,7,1,7,7,1,7,7,7,7,7,7,1,6,7,2,1,7,1,7,7,4,7,7,7,7,7,7,1,20,1,7,7,7,7,7,7,7,2.03,1
SS007,1,1060,1285,1,65,6,3,4,3,2,2,2,1,5,2,2,1,2,1,1,2,1,2,1,2,2,1,2,5,3,6,6,6,4,4,6,3,5,6,2,6,5,3,2,5,2,2,4,4,5,5,5,5,3,5,5,3,3,5,4,5,5,3,4,5,3,2,5,5,5,3,5,3,5,5,6,6,6,7,4,6,6,2,0,0,6,4,6,6,6,7,6,4.99,1
SS007,1,1061,533,2,72,6,5,6,3,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,4,6,7,7,7,2,6,7,1,7,7,1,7,1,5,1,7,7,7,7,7,7,7,7,7,4,6,7,4,2,7,1,7,7,7,7,7,7,4,5,6,4,4,7,4,7,7,5,7,7,6,6,7,7,1,100,1,6,4,4,6,7,7,7,5,1
SS007,1,1062,494,2,40,3,99,8,3,2,2,2,1,6,2,2,1,2,2,1,2,1,2,2,2,1,2,2,6,6,7,6,5,4,4,6,2,6,6,2,6,4,2,2,4,4,4,6,5,6,6,5,5,3,3,4,1,2,6,2,4,6,6,6,5,4,2,4,4,3,2,6,2,5,6,7,6,6,6,6,6,6,1,5,1,6,5,4,6,6,7,6,2.54,1
SS007,1,1063,9863,1,45,4,6,6,2,2,2,2,1,6,1,1,2,1,1,1,1,2,1,2,1,1,1,1,7,7,7,7,7,1,7,7,1,7,7,1,7,1,1,1,7,4,7,7,7,7,7,7,7,2,1,7,1,1,7,1,7,7,7,7,7,7,2,6,7,2,4,7,6,7,7,5,7,7,7,7,7,7,1,50,1,3,1,1,5,6,5,7,0,0
SS007,1,1064,574,2,29,2,5,6,3,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,6,2,6,2,2,3,4,6,1,7,7,2,7,2,2,2,5,7,7,7,7,3,6,2,4,2,4,7,2,4,7,2,7,7,2,7,2,4,2,5,7,2,5,7,2,7,7,2,7,7,4,7,7,6,1,20,1,6,6,1,4,6,5,6,0,0
SS007,1,1065,870,2,36,3,6,6,3,1,1,1,1,5,2,2,2,2,2,1,2,1,2,1,2,2,1,2,7,6,7,7,7,1,7,7,1,7,7,1,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,2,7,7,7,7,7,7,1,3000,1,7,6,5,7,7,7,7,1,1
SS007,1,1066,780,2,30,2,7,6,3,1,2,1,1,1,3,2,1,2,2,1,1,1,2,1,2,1,1,2,7,2,7,7,7,3,5,7,1,7,7,1,7,1,1,1,5,7,7,7,7,7,7,7,7,3,5,7,3,1,7,3,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,4,7,7,3,5,5,5,2,0,0,7,7,1,5,1,7,2,5,1
SS007,1,1067,772,1,19,1,99,2,3,2,2,2,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,2,7,7,7,7,7,3,5,4,3,6,2,1,6,6,1,1,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,5,7,6,6,6,6,6,3,3,5,3,3,6,3,6,6,6,7,7,7,7,7,7,2,0,0,7,7,4,7,7,7,7,5,1
SS007,1,1068,627,1,61,5,3,6,3,2,2,2,1,2,3,1,1,1,2,1,2,2,2,2,2,2,1,2,6,7,7,7,7,2,5,6,2,7,7,1,7,3,2,1,7,7,7,7,7,7,7,7,7,2,2,4,1,1,7,4,7,7,7,7,7,7,3,2,5,3,2,7,3,7,7,6,7,7,7,7,6,6,1,20,1,6,6,5,4,7,7,5,0.01,1
SS007,1,1069,1641,2,48,4,2,2,3,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,6,7,7,7,7,6,5,6,2,7,6,2,7,4,7,4,7,7,7,7,7,7,7,7,7,4,7,1,4,1,7,1,7,7,7,7,7,7,4,7,7,7,4,7,1,7,7,3,7,7,4,7,7,7,1,5,1,7,7,6,7,5,7,7,0,0
SS007,1,1070,566,2,54,4,9,7,3,2,2,1,1,6,1,2,2,2,2,2,1,1,2,1,2,1,1,2,6,6,7,5,5,3,5,6,2,7,7,2,6,5,3,1,6,3,5,6,6,6,6,6,6,5,5,5,3,5,6,5,6,6,6,6,6,6,4,5,5,4,4,6,6,7,6,4,6,7,6,6,5,6,2,0,0,5,4,4,6,6,5,5,5,1
SS007,1,1071,636,2,80,7,6,4,3,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,5,4,6,6,6,4,4,4,4,6,6,3,6,4,2,1,6,7,7,7,7,7,7,7,7,3,7,7,2,2,7,1,6,7,7,7,7,7,2,5,5,1,1,7,2,6,6,4,5,5,4,5,4,4,2,0,0,5,5,4,4,4,6,4,0.04,1
SS007,1,1072,773,1,71,6,4,2,3,2,2,2,1,1,3,2,2,2,2,1,2,1,2,1,2,2,2,2,3,3,7,6,6,4,5,7,7,5,7,1,5,7,7,1,7,7,7,7,6,7,7,5,7,4,4,5,4,4,6,3,6,6,7,7,5,3,3,5,3,3,5,5,3,7,7,3,7,6,6,6,7,7,2,0,0,7,6,7,7,7,7,7,0.01,1
SS007,1,1073,687,2,42,3,4,7,3,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,7,6,7,7,7,4,5,7,1,7,7,1,7,6,7,2,4,7,7,7,7,7,7,7,7,4,3,4,4,2,7,4,7,7,7,7,7,7,4,4,6,4,2,7,4,4,7,2,6,6,4,4,6,5,2,0,0,6,5,2,7,6,5,4,2.75,1
SS007,1,1074,698,1,65,6,6,6,3,1,2,3,1,7,1,2,1,2,1,1,1,2,1,2,2,1,1,1,5,5,7,7,7,4,5,6,3,7,6,1,7,5,3,2,6,7,7,7,7,7,7,7,7,4,4,4,4,3,7,3,7,7,7,7,7,7,4,5,5,4,4,7,4,7,7,7,7,7,7,7,7,7,1,10,1,7,5,4,5,7,7,6,1,1
SS007,1,1075,606,1,66,6,4,3,3,2,2,3,1,7,1,2,1,1,1,1,2,2,1,2,2,2,1,2,6,4,7,7,7,2,6,7,1,7,7,1,7,4,4,2,6,6,6,6,6,6,6,6,6,4,5,6,4,4,7,4,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,7,7,7,7,7,1,25,1,7,6,2,5,7,7,6,5,1
SS007,1,1076,1139,1,59,5,3,1,3,1,1,1,1,1,3,1,2,2,2,1,2,1,2,1,1,2,2,1,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,20,1,7,7,7,7,7,7,7,5,1
SS007,1,1077,590,2,32,2,6,7,3,1,2,3,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,4,5,5,3,6,4,4,6,5,5,6,5,5,4,5,3,4,5,4,3,4,4,3,5,5,5,4,3,4,4,2,3,4,4,4,4,3,4,5,5,4,3,4,5,5,3,4,5,5,5,4,5,5,2,1,500,1,5,4,5,3,5,6,7,2.48,1
SS007,1,1078,604,1,49,4,5,6,3,2,2,1,1,6,2,1,2,1,1,2,1,1,2,1,2,1,1,2,4,2,7,7,7,6,5,7,1,7,7,1,7,6,2,2,5,7,7,7,7,7,7,7,7,6,6,6,6,6,7,6,7,7,7,7,7,7,6,6,6,6,6,7,6,7,7,2,7,7,5,5,5,7,2,0,0,5,5,1,5,5,2,4,5,1
SS007,1,1079,602,1,62,5,2,4,3,1,1,1,1,7,1,1,2,1,2,1,1,1,2,2,2,2,1,2,6,4,7,7,7,4,7,7,1,6,7,1,7,2,5,1,7,7,7,7,7,7,7,7,7,5,5,7,4,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,7,2,0,0,7,1,1,7,7,7,7,5,1
SS007,1,1080,466,2,51,4,6,3,1,2,2,2,1,4,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,5,6,6,7,4,4,7,2,7,6,2,7,6,4,2,6,4,4,4,4,5,5,5,5,5,3,4,3,3,5,2,5,5,5,5,5,5,3,4,4,2,2,6,2,6,6,2,4,4,4,4,4,3,2,0,0,5,5,4,4,6,4,2,2.51,1
SS007,1,1081,401,2,75,7,6,7,3,2,2,1,1,7,1,2,1,1,1,2,1,2,1,2,2,1,1,2,7,7,7,7,7,7,1,7,1,7,7,1,1,7,7,1,1,7,7,7,7,7,7,5,7,5,1,1,1,1,7,1,7,4,7,7,5,7,5,5,5,5,5,7,5,7,7,1,7,7,6,7,4,7,2,0,0,7,1,5,7,7,7,1,5,1
SS007,1,1082,435,1,33,2,5,6,3,2,2,3,1,7,1,1,2,1,2,2,2,1,1,2,2,1,2,2,7,4,7,7,7,6,6,7,1,7,7,1,7,5,2,1,6,7,7,7,7,7,7,7,7,6,4,5,3,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,6,4,5,3,6,2,0,0,6,6,3,6,6,7,5,0,0
SS007,1,1083,1630,1,46,4,99,3,1,1,2,2,1,2,3,2,2,2,1,1,2,1,2,1,2,2,2,2,4,4,7,4,4,5,7,7,7,7,7,6,5,7,6,3,4,7,7,7,7,7,7,4,7,1,1,1,1,1,1,1,1,1,7,7,7,1,1,7,7,7,1,7,7,7,7,5,7,7,7,7,7,4,1,20,1,7,1,1,4,7,7,5,5,1
SS007,1,1084,1604,1,44,3,5,3,3,2,2,1,1,7,2,2,2,2,2,1,2,1,2,1,2,2,2,2,5,5,5,4,5,2,5,4,3,5,5,3,5,4,4,4,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,2,4,4,1,5,5,5,5,5,5,2,0,0,6,4,5,5,4,4,4,0.01,1
SS007,1,1085,772,1,47,4,2,7,3,2,2,1,1,5,2,2,1,1,1,1,2,1,1,2,2,1,2,2,7,2,6,7,7,3,4,5,1,7,6,1,6,1,1,1,5,6,6,4,4,7,7,7,7,1,6,4,1,1,7,1,7,7,7,7,7,7,1,6,5,1,1,7,1,7,6,2,7,7,7,7,6,7,2,0,0,6,7,4,6,7,6,6,0,0
SS007,1,1086,1381,2,59,5,4,3,1,2,2,2,3,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,4,7,4,4,1,1,1,7,1,1,1,1,1,7,1,1,4,5,7,1,5,6,2,1,1,1,4,1,1,1,1,1,1,4,5,1,1,1,1,5,1,1,5,1,4,3,3,4,3,1,1,1,1,2,0,0,3,4,1,3,5,5,1,5,1
SS007,1,1087,734,1,73,6,5,6,3,2,2,3,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,6,7,7,7,7,5,4,5,4,5,5,4,5,3,1,1,5,7,7,7,7,7,7,7,7,2,3,3,1,1,7,1,7,7,7,7,7,7,1,2,3,1,1,7,1,7,7,4,7,7,6,5,6,7,2,0,0,6,4,6,6,4,7,5,5,1
